product,descriptor_type,descriptors,sentences,n_keyword_hits
Filmjölk,fermented,"['culture', 'fermented', 'kefir', 'lactic', 'probiotic', 'yogurt']","['the bacteria metabolize lactose, the sugar naturally found in milk, into lactic acid, which means people who are lactose intolerant can tolerate it better than other dairy products', 'since 2007, variations of filmjölk include filmjölk with various fat content, filmjölk flavoured with fruit, vanilla, or honey, as well as filmjölk with probiotic bacteria that is said to be more healthy, such as onaka fil which contains bifidobacterium lactis (a strain of bacteria popular in japan) and verum hälsofil which contains lactococcus lactis l1a in quantities of at least 10 billion live bacteria per deciliter.\n', ""it can also be purchased and is popular in the neighboring country, lithuania, where it is called rūgpienis or raugintas pienas ('sour/fermented milk')"", 'there is no single accepted english term for fil or filmjölk, but the most common english term is yogurt', 'fil and/or filmjölk has been is sometimes translated to english as sour milk, soured milk, acidulated milk, fermented milk, and curdled milk, all of which are nearly synonymous and describe filmjölk but do not differentiate filmjölk from other types of soured/fermented milk', 'filmjölk has also been described as viscous fermented milk and viscous mesophilic fermented milk,', 'swedish-speakers in finland usually use the word surmjölk, which is the older name for filmjölk (also in sweden) or piimä (in finnish), which is a fermented milk product that is thinner than filmjölk and resembles cultured buttermilk.\n', ""fil culture is a variety of bacterium from the species lactococcus lactis and leuconostoc mesenteroides, e.g., arla's fil culture contains lactococcus lactis subsp"", 'filmjölk (swedish: ), also known as fil, is a traditional fermented milk product from sweden, and a common dairy product within most of the nordic countries', 'due to its popularity, it can be bought in many stores alongside kefir.\n', 'the fil culture is needed when using pasteurised milk because the bacteria occurring naturally in milk are killed during the pasteurisation process.\n', 'in baking, when filmjölk is called for, cultured buttermilk can be substituted.\n', 'how butterwort influences the production of tätmjölk is not completely understood – lactic acid bacteria have not been isolated during analyses of butterwort.\n', ""the drink is also popular in latvian kitchens, where it is called rūgušpiens, rūgtpiens ('fermented milk' or 'sour milk') and can be bought ready from stores but is more commonly made at home""]",15
Fromage frais,fermented,"['culture', 'fermentation', 'yogurt']","['fromage blanc and fromage frais are similar in appearance to yogurt, with a mild taste and a smooth, homogenous mouthfeel similar to that of other fresh cheeses such as quark and cottage cheese', 'fromage blanc is closely related to fromage frais (""fresh cheese"") with the only difference being that, according to french legislation, fromage frais must contain live cultures when sold, whereas with fromage blanc, fermentation has been halted.\n', 'in many western countries, fromage blanc and/or fromage frais are frequently sold in supermarkets alongside yogurts']",4
Fromage frais,fresh,['fresh'],"['fromage blanc is closely related to fromage frais (""fresh cheese"") with the only difference being that, according to french legislation, fromage frais must contain live cultures when sold, whereas with fromage blanc, fermentation has been halted.\n', 'fromage blanc and fromage frais are similar in appearance to yogurt, with a mild taste and a smooth, homogenous mouthfeel similar to that of other fresh cheeses such as quark and cottage cheese', 'fromage blanc (uk: /ˌfrɒmɑːʒ ˈblɒ̃/; french pronunciation:  ⓘ; also known as maquée) and fromage frais are acid-coagulated fresh cheeses originating from the north of france and southern belgium']",3
Frozen yogurt,fermented,"['culture', 'lactic', 'yogurt']","['with a sufficient amount of air in it, the yogurt gets rapidly frozen to prevent the formation of large ice crystals and then stored in a cold place to be shipped.\n', 'this stabilization ensures that the frozen yogurt maintains a smooth consistency regardless of handling or temperature change.\n', 'usually more tart than ice cream (the tanginess in part due to the lactic acid in the yogurt), as well as lower in fat (due to the use of milk instead of cream), it is different from ice milk and conventional soft serve', 'at 32\xa0°c (90\xa0°f), the yogurt culture is added', 'frozen yogurt consists of milk solids, a sweetener, milk fat, yogurt culture (commonly lactobacillus bulgaricus and streptococcus thermophilus), plus flavorings and sometimes coloring (natural or artificial).\n', 'to create extra volume and smooth consistency, the air is incorporated into the yogurt as the mixture is agitated', 'frozen yogurt is served in a large variety of flavors and styles', 'once it has reached the desired temperature and viscosity, the yogurt is allowed to sit in aging tanks for up to four hours', 'frozen yogurt mix is sold in either powder form that needs to be mixed with water or liquid form ready to pour into a soft-serve machine', 'gelatin or vegetable additives (guar gum, carrageenan) stabilize the yogurt, reducing crystallization and increasing the temperature at which it will melt', 'a mix with high or low-fat content can be chosen, and the amount of air introduced into the soft-serve frozen yogurt is variable', 'frozen yogurt was invented in new england, united states, in the 1970s', 'frozen yogurt (also known as frogurt or by the tradename froyo; /ˈfroʊjoʊ/) is a frozen dessert made with yogurt and sometimes other dairy and non-dairy products', 'frozen yogurt shops usually offer a multitude of toppings, from fruit to nuts, popular cookie brands, and candies', 'frozen yogurt can be made in a soft serve freezer much the same way as soft ice cream', 'major companies often use assembly lines specifically dedicated to frozen yogurt production', 'unlike yogurt, frozen yogurt is not regulated by the u.s', 'milk fat comprises about 0.55–6% of the yogurt; added in quantities inversely proportional to the amount of milk solids, it lends richness to the yogurt', 'milk solids account for 8–14% of the yogurt volume, providing lactose for sweetness and proteins for smoothness and increased resistance to melting', 'the american frozen dessert chain pinkberry is credited for allowing people to customize their frozen yogurt with toppings, while another chain, 16 handles is credited for introducing multi-choice self-service machines.\n', 'the higher the fat level, the more air the yogurt can absorb; and the more air goes into the mix as it freezes, the creamier the product will taste.\n', 'sweeteners, flavorings, and colorings are then mixed in, and the yogurt mixture is cooled at a temperature of −6 to −2\xa0°c (28\xa0°f)', 'sugar (beet or cane) provides 15–17% of the yogurt ingredients; in addition to adding sweetness, it increases the volume of solid ingredients, improving body and texture', 'frozen yogurt is a frozen product containing the same basic ingredients as ice cream, but contains live bacterial cultures.\n']",28
Gombe,cooked,['pasteurized'],[' it is made from curdled unpasteurized milk which is boiled down with sugar for several hours'],1
Haymilk,fermented,['fermented'],"['haymilk (german: heumilch; italian: latte fieno) is a dairy milk produced from animals that have mainly been fed fresh grass and (dry) hay, rather than fermented fodder']",1
Haymilk,fresh,['fresh'],"['haymilk (german: heumilch; italian: latte fieno) is a dairy milk produced from animals that have mainly been fed fresh grass and (dry) hay, rather than fermented fodder', 'the milk can only be produced from animals that received mainly hay (winter) and ""fresh grass, leguminous plants and foliage"" in summer, but also roughage such as green rapeseed, green maize, green rye, and fodder beets is permitted']",2
Kalvdans,cooked,"['heated', 'pasteurized']","['in preparing the dessert, the colostrum milk is mixed with water and cautiously heated', 'it is made from unpasteurized colostrum milk, the first milk produced by a cow after giving birth.\n', 'due to swedish health regulations, unpasteurized milk may only be sold directly from the farms']",3
"Kashk, aaruul, chortan, qurut",cooked,['cooked'],"['by the middle ages the word had two meanings, one referring to barley flour or a mix of barley and cracked wheat, and another to mean a meat or fowl dish cooked overnight (kashak or kashba).\n', 'in lebanese cuisine, kishk is commonly used to this day, mixed with tomato paste, as a topping for manakish, a sort of flatbread cooked in an open oven and eaten for breakfast or a lunch']",2
"Kashk, aaruul, chortan, qurut",fermented,"['culture', 'fermentation', 'fermented', 'probiotic', 'yogurt']","['from middle persian (kšk\' / kašk), thought to have came from (hwš- / hōš-, ""dry"") in reference to the fermentation process which involves drying under the sun, the term was loaned to numerous languages including arabic, syriac, turkish, azerbaijani and many others.\n', 'to make the dried yogurt qurut a traditional or modern method can be used', 'for traditionally prepared qurut water is added to full fat yogurt and poured into a goatskin ""churn"" - a sack hung from a tripod that is swung back and forth until the milk separates into a type of butter and buttermilk', 'the softened wheat forms a porridge-like consistency, which is then dried, crushed, and reintroduced to the fermentation process before being shaped into pieces and sun-dried on reed mats or inside clay rooms.\n', 'in turkey, kashk is a dried yogurt product also known as keş peyniri, kurut, taş yoğurt, kuru yoğurt, or katık keşi', 'the ancient form of kashk is a porridge of grains fermented with whey and dried in the sun', 'keshk siyami, consumed by coptic christians during fasting periods, replaces milk with fermented squash', 'in azerbaijan, qurut is made in a similar way from strained yogurt', 'aubaile-sallenave argues that the original persian kashk known from early persian literature was made with barley that contained either a mix of leaven with water or some fermented milk', 'there is also a closely related dried food product called tarhana which is based on a fermented mixture of grain and yogurt or fermented milk.\n', 'when fermentation is complete the kishk is spread on a clean cloth to dry, notably on the rooftops of rural dwellings', 'for the modern method, sour yogurt is blended until smooth, then boiled and strained', 'in jordan a dried yogurt similar to kashk called jameed is commonly used', 'there are three main kinds of food products with this name: foods based on curdled milk products like yogurt or cheese; foods based on barley broth, bread, or flour; and foods based on cereals combined with curdled milk.\n', 'in lebanon, jordan, arabian peninsula, and syria, kishk is a powdery cereal of burghul (cracked wheat) fermented with milk and laban (yogurt), usually from goat milk', 'yogurt (qatiq) is made from fresh milk and strained to make suzma qatiq', 'yeast, salt and water were added to make a dough from the flour, which was left in the sun for around two weeks, and re-moistened with sour yogurt (or sour grape juice) as needed', 'kashk is made from strained yogurt, drained buttermilk (in particular, drained qatiq) or drained sour milk by shaping it and letting it dry', 'when kashk is made with grain in the armenian, arab and turkish cuisines strained yogurt is added to grain and stored until it begins to ferment', 'in the next stage, wheat is added, changing the mixture’s color and texture while increasing its probiotic content', 'the preparation of keshk sa‘idi involves multiple fermentation stages', 'the butter is further processed into ghee, while the buttermilk is transferred to an earthenware container called zeer (زير) for fermentation, producing laban zeer (لبن زير)', 'in eastern turkey, especially erzincan, erzurum, and kars, kurut is produced from skimmed yogurt made from the whey left over from production of butter by the yayık method, and then crushed or rolled', ""keshk matrouhi, from marsa matrouh, substitutes cow or water buffalo milk with goat's milk and replaces wheat with barley, adapting to the region’s reliance on rain-fed agriculture"", 'charles perry offers an alternate explanation based on the 13th century arabic cookbook wasf al-atimah al-mutadah which says dried yogurt was a turkomen-style kashk.\n']",27
"Kashk, aaruul, chortan, qurut",fresh,['fresh'],"['yogurt (qatiq) is made from fresh milk and strained to make suzma qatiq', 'fresh milk is placed in a goat pelt called kerba (قربة), where it is churned to separate butter from buttermilk, laban kerba (لبن قربة) or laban khad (لبن خض)']",2
Kaymak,aged,['mature'],['kajmak can also be matured in dried animal-skin sacks; one variation is called skorup'],1
Kaymak,cooked,['melted'],"['other (serbian) traditional dishes with kajmak (sold in restaurants) include pljeskavica s kajmakom (the balkan  hamburger patty topped with melted kajmak), as well as ribić u kajmaku (beef shank simmered with kajmak).\n']",1
Kaymak,fermented,"['culture', 'fermented']","['this cream is then skimmed off and sometimes lightly fermented', 'in iran, sarsheer (سرشیر) is made using a different method which does not involve heating the milk, thus keeping enzymes and other cultures of the milk alive.\n']",2
Kaymak,fresh,['fresh'],"['kajmak is most expensive when at its freshest—only a day or two old', 'it is often served with honey, bread, or fruit, especially at breakfast or during special occasions.\nit is also used for desserts, like with gata (food), kadaif, or baklava, but some eat it freshly', 'it is a creamy dairy product made by simmering fresh buffalo, sheep, or cow milk, then cooling it slowly, during which a thick layer of cream forms on top']",3
Kefir,fermented,"['culture', 'fermentation', 'fermented', 'kefir', 'lactic', 'probiotic', 'yoghurt', 'yogurt']","['the grains are then removed by filtration and 1–3% of the resulting liquid mother culture is added to milk and fermented for 12 to 18 hours.\n', 'the russian method permits production of kefir on a larger scale and uses two fermentations', 'a 2008 study of german commercial kefir found levels of 0.002–0.005% of ethanol', 'in addition to bacteria, kefir often contains strains of yeast that can metabolize lactose, such as kluyveromyces marxianus, kluyveromyces lactis, and saccharomyces fragilis, as well as strains of yeast that do not metabolize lactose, including saccharomyces cerevisiae, torulaspora delbrueckii, and kazachstania unispora', 'kefir grains will ferment the milk from most mammals and will continue to grow in such milk', 'kefir is a common breakfast, lunch or dinner drink consumed in countries of west asia and eastern europe', 'the kefir grains initiating the fermentation are initially created by auto-aggregations of lactobacillus kefiranofaciens and maudiozyma turicensis or m', 'one study found that when people with lactose intolerance consumed the same amount of lactose in milk, kefir or yogurt products, the latter two showed significantly reduced symptoms of lactose intolerance during the first 8 hours after consumption', 'the resulting fermented liquid may be drunk, used in recipes, or kept aside in a sealed container for additional time to undergo a secondary fermentation', 'as it contains lactobacillus bacteria, kefir can be used to make a sourdough starter', 'they report that the resulting kefir drink had chemical properties similar to homemade kefir.\n', 'the biofilm is a matrix of heteropolysaccharides called kefiran, which is composed of equal proportions of glucose and galactose', 'kefir contains a small amount of ethanol', 'it has also been shown that fermented milk products have a slower transit time than milk, which may further improve lactose digestion.\n', 'the word kefir, which is of north caucasian origin, became an international word, having originally spread to russia, central european and eastern european countries at least by 1884.\n', 'other substances that contribute to the flavor of kefir are pyruvic acid, acetic acid, diacetyl and acetoin (both of which contribute a ""buttery"" flavor), citric acid, acetaldehyde, and amino acids resulting from protein breakdown.\n', 'additionally, kefir grains will reproduce when fermenting soy milk, although they will change in appearance and size due to the differing proteins available to them.\n', 'it was under the name wineskin that karachay kefir was distributed in the second half of the 19th century and at the beginning of the 20th century', 'kefir spread from the former soviet union to the rest of europe, canada, japan, and the united states by the early 21st century', 'kefirgranum), l', ' the level of ethanol in kefir can vary by production method', 'plain kefir is 87% water, 7% carbohydrates, 4% protein, and 1% fat (table)', 'the first step is to prepare the cultures by inoculating milk with 2–3% grains as described', 'in a reference amount of 100\xa0g (3.5\xa0oz), kefir provides 52 calories of food energy, and contains moderate amounts (10-19% of the daily value, dv) of vitamin a, vitamin b12, riboflavin, and calcium (table).\n', 'probiotic bacteria found in kefir products include lactobacillus acidophilus, bifidobacterium bifidum, streptococcus thermophilus, lactobacillus delbrueckii subsp', 'parakefiri, l', 'as a result of the fermentation, lactose levels are decreased by 20–30% with respect to the initial lactose levels present in the milk', 'traditional kefir is fermented at ambient temperatures, generally overnight', 'kefir produced by small-scale dairies in russia in the early 20th century had 1–2% ethanol.\n', 'kefir may be used in place of milk on cereal, granola, milkshakes, salad dressing, ice cream, smoothies and soup.\n', 'however, the long-term impact of kefir consumption on lactose intolerance has not been studied', 'kefir is consumed at any time of the day, such as alongside european pastries like zelnik (zeljanica), burek and banitsa/gibanica, and is an ingredient in cold soups.\n', 'a portion of the resulting kefir can be saved to be used a number of times to propagate further fermentations but ultimately does not form grains.\n', 'during fermentation, changes in the composition of ingredients occur', 'during the fermentation process, bacteria and yeast break lactose down into glucose and galactose', 'kefiri, l', 'during the fermentation process the grains enlarge and eventually split forming new units.\n', 'kefir (/kəˈfɪər/ kə-feer; alternative spellings: kephir or kefier) is a fermented milk drink similar to a thin yogurt or ayran that is made from kefir grains, a specific type of mesophilic symbiotic culture', 'kefir has been found in graves in the bronze age xiaohe cemetery, dating back 3,600 years.\n', 'bulgaricus, lactobacillus helveticus, lactobacillus kefiranofaciens, lactococcus lactis, and leuconostoc species', 'a variation of kefir grains that thrive in sugary water also exists, see water kefir (or tibicos), and can vary markedly from milk kefir in both appearance and microbial composition.\n', 'in estonia, kefir is also often mixed with kama and eaten as a snack or a quick breakfast.\n', 'milk sugar is not essential for the synthesis of the polysaccharide that makes up the grains (kefiran), and rice hydrolysate is a suitable alternative medium', 'fermentation of the lactose yields a sour, carbonated, slightly alcoholic beverage, with a consistency and taste similar to drinkable yogurt.\n', 'lactobacilli in kefir may exist in concentrations varying from approximately 1 million to 1\xa0billion colony-forming units per milliliter, and are the bacteria responsible for the synthesis of the polysaccharide kefiran.\n', 'the microbe flora can vary between batches of kefir due to factors such as the kefir grains rising out of the milk while fermenting or curds forming around the grains, as well as temperature', 'the kefir-based soup okroshka is common across the former soviet union', 'it is prepared by inoculating the milk of cows, goats, or sheep with kefir grains.\n', 'after a period between 12 and 24 hours of fermentation at mild temperature, ideally 20–25\xa0°c (68–77\xa0°f), the grains are strained from the milk using a corrosion-resistant (stainless steel or plastic) utensil and kept to produce another batch', 'kefir contains byproducts of the fermentation process, including carbon dioxide and ethanol.\n', 'traditional kefir was made in goatskin bags that were hung near a doorway; the bags would be knocked by anyone passing through to keep the milk and kefir grains well mixed', 'in taiwan, researchers were able to produce kefir in a laboratory using microorganisms isolated from kefir grains', 'in recent years, the use of freeze-dried starter culture has become common due to stability of the fermentation result, because the species of microbes are selected in laboratory conditions, as well as easy transportation.\n', 'additionally, tibetan kefir composition differs from that of the russian kefir, irish kefir, taiwan kefir and turkey fermented beverage with kefir', 'this result suggests that yoghurt and kefir might be suitable for people with lactose intolerance', 'propionibacteria further break down some of the lactic acid into propionic acid (these bacteria also carry out the same fermentation in swiss cheese)', 'kefir is one of the main ingredients in cold borscht soup in lithuania, also known in poland as lithuanian cold soup (chłodnik litewski), and other countries', 'modern kefir is made by adding kefir grains to milk typically at a proportion of 2–5% grains-to-milk', 'lactose, the sugar present in milk, is broken down mostly to lactic acid by the lactic acid bacteria, which results in acidification', 'kefir can be made using freeze-dried cultures commonly available in powder form from health food stores', 'kefiranofaciens (and subsp', 'a 2016 study of kefir sold in germany showed an ethanol level of only 0.02\xa0g per litre, which was attributed to fermentation under controlled conditions allowing the growth of lactobacteria only, but excluding the growth of other microorganisms that generate much higher amounts of ethanol']",81
Kumis,cooked,['pasteurized'],"['kumis is made by fermenting raw milk (that is, unpasteurized) over the course of hours or days, often while stirring or churning']",1
Kumis,fermented,"['culture', 'fermentation', 'fermented', 'kefir']","['kumis (/ˈkuːmɪs/ koo-mis, rarely /ˈkʌmɪs/ kum-is), alternatively spelled coumis or kumyz, also known as airag (/ˈaɪræɡ/ eye-rag), is a traditional fermented dairy product made from mare milk', 'in modern, controlled production, the initial fermentation takes two to five hours, at a temperature of around 27\xa0°c (81\xa0°f); this may be followed by a cooler aging period.\n', ""because mare's milk contains more sugars than cow's or goat's milk, when fermented, kumis has a higher, though still mild, alcohol content compared to kefir.\n"", 'kumis is a dairy product similar to kefir, but is produced from a liquid starter culture, in contrast to the solid kefir ""grains""', ""before fermentation, the cow's milk is fortified in one of several ways"", ""no specific evidence for its fermentation has yet been found, but considering the location of the botai culture and the nutritional properties of mare's milk, the possibility is high.\n"", 'technically, it is closer to wine than to beer, because the fermentation occurs directly from sugars (wine is usually fermented directly from fruit, whereas beer relies on starches, usually from grain, which convert to sugars by mashing)', ""traditionally, this fermentation took place in horse-hide containers, which might be left on the top of a yurt and turned over on occasion, or strapped to a saddle and joggled around over the course of a day's riding"", 'sucrose may be added to allow a comparable fermentation', '(the physical agitation has similarities to making butter.) during the fermentation, lactobacilli bacteria acidify the milk, and yeasts turn it into a carbonated and mildly alcoholic drink.\n', 'archaeological investigations of the botai culture of ancient kazakhstan have revealed traces of milk in bowls from the site of botai, suggesting the domestication of dairy animals']",15
Kumis,fresh,['fresh'],"["" when they have got together a great quantity of milk, which is as sweet as cow's as long as it is fresh, they pour it into a big skin or bottle, and they set to churning it with a stick  and when they have beaten it sharply it begins to boil up like new wine and to sour or ferment, and they continue to churn it until they have extracted the butter""]",1
Lassi,fermented,['yogurt'],"['lassi is prepared by blending yogurt, water, and spices', 'meethi (sweet) lassi is made by adding cardamom, rosewater, and saffron to the yogurt-water mixture.\n', 'in punjab, the yogurt is traditionally made from water buffalo milk', 'lassi (pronounced ) is a yogurt–based beverage with a smoothie-like consistency', 'namkin or namkeen (salty) lassi is made by adding salt, black pepper, cumin, and sugar to the yogurt-water mixture.\n', 'it has also been described as the form in which yogurt ""is most cherished and unbeatably popular in  punjab"", its ""best-loved summer drink"", and ""the air conditioner of the punjab"".\n', 'it has been called ""the most popular and traditional yogurt-based drink"" in india', 'fruits such as mangos and strawberries may be added to the yogurt-water mixture to yield, for example, mango lassi and strawberry lassi.\n', ""the word 'lassi' means yogurt mixed with water in punjabi and hindi-urdu.\n""]",9
Leben (labneh),fermented,"['culture', 'fermented', 'yogurt']","['in the 1970s, strawberry and chocolate flavours of leben appeared on store shelves, but these have largely been supplanted by fruit-flavoured yogurts.\n', 'due to its importance during tzena, leben became indelibly ingrained in israeli culture', 'in the early 20th century, small dairies run by ashkenazi jews in what was then ottoman palestine began producing the yogurt variant in quantity', 'generally, there are two main products known as leben: the yogurt variant for the levant region and the buttermilk variant for parts of arabia and north africa (maghreb)', 'leben in parts of the middle east is traditionally prepared by boiling milk, usually whole milk, then adding yogurt (or previously made, leftover/store-bought leben), and then cooled overnight.\n', 'the term leben, variously laban, liben, lben // ⓘ (arabic: لبن) in the middle east and north africa, refers to a food or beverage of fermented milk']",6
Matzoon,fermented,"['culture', 'fermented', 'lactic', 'yoghurt', 'yogurt']","['the armenian immigrants sarkis and rose colombosian, who started ""colombo and sons creamery"" in andover, massachusetts, in 1929, introduced matzoon around new england in a horse-drawn wagon inscribed with the armenian word ""madzoon,"" which was later changed to ""yogurt"", the turkish language name of the product, as turkish was the lingua franca between immigrants of the various near eastern ethnicities who were the main consumers at that time.\n', ""matzoon (armenian: մածուն, matsun, pronounced  or  ⓘ) or matsoni (georgian: მაწონი, mats'oni) is a fermented milk product of armenian origin found in armenia and georgia"", 'the caspian sea yogurt commercialized in japan is said to be the same type of yogurt as matzoon, but a comparison of microbiota and viscosity found that the two are entirely different', 'in 2022, georgia banned the export of armenian ""matsun"" yogurt to russia via its territory', ""matzoon is made from cow's milk (mostly), goat's milk, sheep's milk, buffalo milk, or a mix of them and a culture from previous productions"", 'similar to yogurt it is usually made with the following lactic acid bacteria; lactobacillus acidophilus (original only), lactobacillus delbrueckii subsp', 'the armenia-based company later relabeled its product as ""armenian mountain yoghurt"".\n']",8
Míša,fermented,['yogurt'],"['they are made with frozen quark, rather than ice cream or yogurt.\n']",1
Mozzarella,aged,['aged'],"['these balls are packaged in whey or water, have a spongy texture, and absorb flavours.\n', ""mozzarella is a semi-soft non-aged cheese prepared using the pasta filata ('stretched-curd') method""]",2
Mozzarella,cooked,"['baked', 'heated']","['this is often used to prepare baked dishes, such as lasagna and pizza.\n', 'the curds are stirred and heated to separate the curds from the whey']",2
Mozzarella,fresh,['fresh'],"['fresh mozzarella makes a distinct squeaky sound when chewed or rubbed', 'the term is first mentioned in 1570, cited in a cookbook by bartolomeo scappi, reading ""milk cream, fresh butter, ricotta cheese, fresh mozzarella and milk""', ""bocconcini of water buffalo's milk are still produced in the provinces of naples, caserta, and salerno, as bocconcini alla panna di bufala, in a process that involves mixing freshly produced mozzarella di bufala campana pdo with fresh cream"", 'fresh mozzarella balls are made in multiple sizes for various uses; often the name refers to the size.\n', 'fresh mozzarella has been recognised as a traditional speciality guaranteed (tsg) since 1996 in the european union', ""fresh mozzarella is generally white but may be light yellow depending on the animal's diet""]",6
Mozzarella,smoked,['smoked'],['mozzarella is also sold smoked (affumicata).\n'],1
Mursik,aged,"['ripened', 'ripening']","['there are many causes of unusual milk flavour, including the effect of plain gourd walls, which impart a bittersweet tang, and the plainness of white ripened milk, the role of itet  is paramount', 'the fermented milk provides the culture for the new milk, and seems to accelerate its ripening']",2
Mursik,cooked,['pasteurized'],['the pasteurized milk is left to cool before pouring into the gourd'],1
Mursik,fermented,"['culture', 'fermentation', 'fermented', 'lactic']","['mursik is a traditional fermented milk variant of the kalenjin people of kenya', 'other lactic acid bacteria isolated from mursik are leuconostoc mesenteroides and enterococcus faecium', 'smoke and charcoal from specific trees has long been used in the traditional production of fermented milk products in kenya', ""mursik is prepared primarily from cows' milk (but also less commonly goat's milk, or rarely sheep's milk) fermented in specially made seasoned milk gourds that are pre-treated with the smoke and charcoal of certain species of trees prior to each use"", 'traditionally in some communities, but very rarely in modern times, fresh blood tapped from a cow may have been added to fresh milk before fermentation, or to already fermented milk', 'the fermented milk provides the culture for the new milk, and seems to accelerate its ripening', 'lactobacillus plantarum was found to be the most dominant of the lactic acid bacteria involved in the production of mursik', 'the gourd is lined with soot from specific trees, such as the african senna, which add flavor to the fermented milk', 'it can be made from cow or goat milk and is fermented in a specially made calabash gourd locally known as a sotet', 'the gourd is then capped and placed in a cool dry place to undergo spontaneous fermentation for at least three to five days, through the action of lactic acid bacteria, yeast and mould species']",13
Mursik,fresh,['fresh'],"[' fresh/raw milk (or, more commonly in modern times, milk that has been first boiled then cooled to ambient temperature) is poured into the specially prepared gourd', 'traditionally in some communities, but very rarely in modern times, fresh blood tapped from a cow may have been added to fresh milk before fermentation, or to already fermented milk']",2
Paneer,aged,"['aged', 'ripening']","['it is a non-aged, non-melting soft cheese made by curdling milk with an acid, such as lemon juice or citric acid', 'in the area surrounding the city of surat in gujarat, surti paneer is made by draining the curds and ripening them in whey for 12 to 36 hours.\n']",2
Paneer,fermented,"['culture', 'yogurt']","['paneer is prepared by adding food acid, such as lemon juice, vinegar, citric acid or dahi (yogurt), to hot milk to separate the curds from the whey', 'farmer cheese (pressed curds) and firm versions of quark are similar except that they are made from cultured milk and may be salted', 'legends about krishna make several references to milk, butter, ghee and dahi (yogurt), but do not mention sour milk cheese']",3
Paneer,fresh,['fresh'],"['paneer (pronounced ), is a fresh acid-set cheese, common in cuisine of south asia, made from cow milk or buffalo milk', 'anari, a fresh mild whey cheese produced in cyprus, is very similar in taste and texture to fresh indian paneer']",2
Paneer,smoked,['smoked'],"['a type of smoked cheese called bandel cheese was introduced by the portuguese in bengal, which is distinct from paneer.\n']",1
Ryazhenka,cooked,"['baked', 'heated']","['the name is cognate with the ukrainian ""пряжений"" as in ""пряжене молоко"" (pryazhene moloko, ""baked milk"").\n', 'it is made from baked milk by lactic acid fermentation.\n', 'the milk is heated to a high temperature before fermentation, which is the main factor distinguishing  ryazhenka, varenets, qatiq, and kaymak from yogurt-based drinks.\n', 'similar traditional products made by fermenting baked milk have been known in russia as varenets']",4
Ryazhenka,fermented,"['culture', 'fermentation', 'fermented', 'lactic', 'yogurt']","['in household production, sour cream (smetana) is subsequently added to trigger fermentation', 'the mixture is then kept in a warm place; the fermentation occurs at temperatures above ca', 'ryazhenka, or ryazhanka (russian: ряженка; belarusian: ражанка, ukrainian: ряжанка), is a traditional fermented milk product in belarus, russia, and ukraine', 'the milk is heated to a high temperature before fermentation, which is the main factor distinguishing  ryazhenka, varenets, qatiq, and kaymak from yogurt-based drinks.\n', 'it is made from baked milk by lactic acid fermentation.\n', 'in modern industrial production, pure thermophile bacterial cultures (streptococcus thermophilus and lactobacillus delbrueckii subsp']",8
Ricotta,aged,['aged'],"['unlike the fresh acid-coagulated cheese, aged rennet-coagulated cheese could be preserved for much longer.\n', ""ricotta salata is a pressed, salted, dried, and aged variety of the cheese, typically using ricottas made with sheep's milk sourced from lazio"", 'in tunisia, the rigouta from the city of béja is a close relative to the ricotta, except that it is always fresh-soft and is not aged', 'however, ricotta is also made in aged varieties which are preservable for much longer.\n']",4
Ricotta,cooked,"['baked', 'cooked', 'heated']","[""ricotta infornata (lit.\u2009'baked ricotta') is produced by placing a large lump of soft ricotta in the oven until it develops a brown, lightly charred crust, sometimes even until it becomes sandy brown all the way through"", 'combined with eggs and cooked grains, then baked firm, ricotta is also a main ingredient in neapolitan pastiera, one of italy\'s many ""easter pies"".\n', 'however, romanian urdă is neither smoked nor baked in the oven like some variants of the italian ricotta', 'then the acidified whey is heated to near boiling', 'the whey solution is heated to a near-boiling temperature, much hotter than during the production of the original cheese, of which the whey is a remnant.\n', ""ricotta (lit.\u2009'recooked'  or 'refined') protein can be harvested if the whey is first allowed to become more acidic by additional fermentation (by letting it sit for 12–24 hours at room temperature)""]",7
Ricotta,fermented,"['culture', 'fermentation']","['these production methods include salting, baking, smoking, and further fermentation.\n', ""ricotta (lit.\u2009'recooked'  or 'refined') protein can be harvested if the whey is first allowed to become more acidic by additional fermentation (by letting it sit for 12–24 hours at room temperature)"", 'the ancient romans made ricotta, but writers on agriculture, such as cato the elder, marcus terentius varro, and columella, do not mention it']",3
Ricotta,fresh,['fresh'],"['the production of rennet-coagulated cheese, though, overtook the production of fresh whole-milk cheeses during the first millennium bc', 'unlike the fresh acid-coagulated cheese, aged rennet-coagulated cheese could be preserved for much longer.\n', ""in malta, a traditional cow's milk cheese known as irkotta is made almost identically to the italian ricotta, with the exception that it is generally made using fresh milk rather than from residual whey, which gives it a slightly firmer, crumblier texture than the italian variety"", 'the fresh acid-coagulated cheeses produced with these boilers were probably made with whole milk.\n', 'in this form, it is somewhat similar in texture to some fresh cheese variants, though considerably lighter', 'fresh ricotta can be subject to extra processing to produce variants which have a much longer shelf life', 'in tunisia, the rigouta from the city of béja is a close relative to the ricotta, except that it is always fresh-soft and is not aged', 'urdă is thus similar to fresh ricotta as its fabrication implies the same technological process', 'it is milky-white and firm, and is used as a table cheese or for grating or shaving over dishes, particularly pastas made fresh from water and flour']",9
