product,descriptor_type,descriptors,sentences,n_keyword_hits
Shrikhand,bread,['bread'],['it is often served as part of a thali (platter) or with puris (puffed deep-fried whole wheat bread)'],1
Shrikhand,breakfast,['morning'],"['since the strained yogurt became sour by morning, they mixed it with sugar to make it more palatable, leading to the creation of shrikhand.\n']",1
Shrikhand,dessert,"['dessert', 'sweet']","['shrikhand is a traditional sweet of the indian subcontinent made from strained yogurt', 'it is a traditional dessert in gujarati and marathi cuisine.\n']",2
Shrikhand,snack,['platter'],['it is often served as part of a thali (platter) or with puris (puffed deep-fried whole wheat bread)'],1
Skyr,bread,['bread'],"['this skyr (skjør in standard norwegian) might be eaten with bread, watered down and drunk, cooked in porridge, mixed with sour-cream to dip flatbread in, or cooked to split into curds such as in skjørost, gamalost or skjør-kjuke for eating and sour whey for drinking.\n']",1
Skyr,breakfast,"['breakfast', 'cereal', 'porridge']","['a traditional icelandic dish is made of roughly equal amounts of skyr and porridge', 'this skyr (skjør in standard norwegian) might be eaten with bread, watered down and drunk, cooked in porridge, mixed with sour-cream to dip flatbread in, or cooked to split into curds such as in skjørost, gamalost or skjør-kjuke for eating and sour whey for drinking.\n', 'skyr is often mixed with jam or fruit for a dessert, with prepared fish for dinner, or with cereals for breakfast']",4
Skyr,cooking,['cooking'],"['these are usually made without any cooking, but by adding culture to skimmed milk and leaving it to ferment']",1
Skyr,dessert,"['cake', 'dessert', 'sweet']","['contemporary uses include using skyr as a cheesecake topping and as an ingredient in milkshake or fruit smoothies.\n', 'skyr is often mixed with jam or fruit for a dessert, with prepared fish for dinner, or with cereals for breakfast', 'skyr has a slightly sour dairy flavor, with a hint of residual sweetness']",3
Skyr,snack,['snack'],"['the commercial distribution of skyr outside of iceland increased in the 2010s, with marketing as a low-sugar, no-fat, high-protein product consumed as a snack']",1
Smen,cooking,['cooking'],['smen is an important ingredient in middle eastern cuisine and north african cooking'],1
Smen,dessert,['sweet'],"['samneh baladieh is a core component of many sweets, like baklava and knafeh.\n']",1
Smetana,bread,"['bread', 'spread']","['smetana can be blended to a liptauer-like cheese spread with quark or cottage cheese, onions, paprika and other spices, and eaten with bread', 'under this name, this product has spread in most languages: in russia (смета́на, ""smetana""), ukraine (смета́на, ""smetana""), belarus (смята́на, ""smyatana / śmiatana""), finland (""smetana"" and ""crème fraîche""), german (""saure sahne"" and ""schmand""), slovenian (""kisla smetana""), polish (""śmietana""), bulgarian (заквасена сметана, ""zakvasena smetana""), slovak (""smotana""), czech (""zakysaná smetana""), and romanian (""smântână"").\n']",3
Smetana,cooking,"['casserole', 'cooking', 'sauce']","['it is widely used in cooking and baking.\n', 'it is used in the preparation of meat stews, such as beef stroganoff, vegetable stews, casseroles, or other dishes that require a long cooking time in the oven', 'smetana is often used in cooking, as it is high enough in fat not to curdle at higher temperatures', 'hungarian cooks use it as an ingredient in sauces such as paprikas, and in recipes such as palacsinta (crepes) filled with ham or minced meat (hortobágyi palacsinta)', 'its cooking properties are different from crème fraîche and sour cream sold in the us, which contain 18% butterfat', 'to imitate hungarian-style cooking and the use of smetana (called tejföl in hungarian), hungarian cookbooks recommend using western sour cream mixed with heavy whipping cream (38–40% milkfat)']",7
Smetana,dessert,"['cake', 'dessert', 'sweet', 'whipped']","['in some of the slavic languages (czech, slovak, slovenian) the sole word smetana refers to (sweet) cream', ""smântână's taste is tangy and sweet; soured smântână is considered spoiled.\n"", 'smetana is used in central, southeastern, and eastern european cuisines in appetizers, main courses, soups and desserts', 'schmand mit glumse (whipped cream with quark) is used in prussian and other germanic cuisines in savory dishes and also for cakes called schmandkuchen and desserts', 'smetana that has at least 30% fat is called smetana ke šlehání (whipping cream) and is used for the production of šlehačka (whipped cream).\n', 'it is also used as a filling in savoury pancakes', 'smântână is widely used in romanian cuisine, particularly in appetizers, main courses, soups and desserts', 'in central european countries such as the czech republic, hungary, and slovakia, smetana may refer to sweet cream or soured cream', 'it is served with dumplings (pelmeni, pierogi, varenyky), or with pancakes (bliny, palacsinta, naleśniki, oladyi, syrniki)']",11
Smetana,snack,['appetizer'],"['smântână is widely used in romanian cuisine, particularly in appetizers, main courses, soups and desserts', 'smetana is used in central, southeastern, and eastern european cuisines in appetizers, main courses, soups and desserts']",2
Soft serve,dessert,"['cake', 'dessert', 'ice cream']","['over memorial day weekend of 1934, tom carvel, the founder of the carvel brand and franchise, suffered a flat tire in his ice cream truck in hartsdale, new york', 'he pulled into a parking lot and began selling his melting ice cream to vacationers driving by', 'ice cream with higher air content has a creamier, smoother, and lighter texture and appears whiter', 'all ice cream must be frozen quickly to avoid crystal growth', 'soft serve, also known as soft ice, is a frozen dessert and variety of ice cream, similar to conventional ice cream, but softer and less dense due to more air being introduced during freezing', 'charles taylor of buffalo, ny, patented an automatic ice cream maker in 1926 that is reported to be the first soft-serve ice cream machine', 'in 1936, carvel opened his first store on the original broken down truck site and developed a secret soft-serve ice cream formula as well as patented super low temperature ice cream machines.\n', 'within two days, he had sold his entire supply of ice cream and concluded that both a fixed location and soft (as opposed to hard) frozen desserts were potentially good business ideas', 'in the 1960s, ice cream machine manufacturers introduced mechanized air pumps into vending machines, providing better aeration.\n', 'various terms are used for soft-serve ice cream depending on country and region:\n', 'ice cream and similar products must be frozen quickly to avoid crystal growth', 'soft serve is generally lower in milk-fat (3 to 6 percent) than conventional ice cream (10 to 18 percent) and is produced at a temperature of about −4\xa0°c (25\xa0°f), compared to conventional ice cream, which is stored at −15\xa0°c (5\xa0°f)', ""his taylor company continues to manufacture the mcdonald's ice cream machine.\n"", 'with less than 33 percent, the ice cream will not melt as quickly but the taste will be negatively affected.\n', ""thatcher's precise role at lyons is unclear, but she is reported to have worked on the quality of cake and pie fillings as well as ice-cream, and researched saponification.\n""]",17
Spaghettieis,cooking,['sauce'],"['besides the usual dish with strawberry sauce, one may also find variations like ice cream with dark chocolate and nuts, simulating spaghetti carbonara instead of spaghetti bolognese', 'it is then placed over whipped cream and topped with strawberry sauce (to simulate tomato sauce) and either coconut flakes, grated almonds, or white chocolate shavings to represent the parmesan cheese']",2
Spaghettieis,dessert,"['dessert', 'gelato', 'ice cream', 'whipped']","['in the dish, vanilla ice cream is extruded through a modified spätzle press or potato ricer, giving it the appearance of spaghetti', 'for many years, the dish was not well-known outside germany, and could only be found at some gelaterias and specialty ice cream parlors, special events, and hotels and restaurants around the world', 'it is then placed over whipped cream and topped with strawberry sauce (to simulate tomato sauce) and either coconut flakes, grated almonds, or white chocolate shavings to represent the parmesan cheese', ""fontanella's first attempt at spaghettieis did not impress his father; he used strawberry, lemon and pistachio gelato to create a colorful depiction of the italian flag"", ""after being informed that the dessert was made using a spätzle press, he wanted to try creating a similar dish using the gelato from his father's shop"", 'this german dessert–related article is a stub', 'after switching to vanilla gelato and topping it with a strawberry purée, he grated a white chocolate easter egg over top to resemble parmesan cheese', 'spaghettieis was created by second-generation ice cream shop owner dario fontanella in the late 1960s in mannheim, germany', 'besides the usual dish with strawberry sauce, one may also find variations like ice cream with dark chocolate and nuts, simulating spaghetti carbonara instead of spaghetti bolognese', 'spaghettieis (german pronunciation: ), or spaghetti ice cream, is an italo-german ice cream dish made to resemble a plate of spaghetti', 'fontanella recalls that initially, children who were served spaghettieis broke into tears because they wanted ice cream and not a plate of spaghetti']",12
Súrmjólk,dessert,['sweet'],"['raw milk that has not gone sour is sometimes referred to as ""sweet milk"", because it contains the sugar lactose and lacks lactic acid']",1
Sütlaç,dessert,"['cake', 'custard', 'dessert', 'pastry', 'pudding', 'sweet']","['this pudding does not taste like chicken but the shredded meat gives it a distinctive texture', 'george coleman de kay said the pudding ""owes its peculiar excellent flavour to the presence of the breasts of very young chickens, which are by some means so intimately blended and incorporated with the custard as to be scarcely distinguishable""', 'the earliest recipes, dating to the 10th century, featured three versions: milk thickened with ground rice, milk with rice grains and chicken, and an egg custard without rice', 'in the gaza strip, pudding layers flavored with sour plum jam or orange juice are added to it, like a parfait.\n', 'the pudding is flavored with rose or jasmine extract, and allowed to cool before it is sprinkled with powdered sugar.\n', 'selanik tatlısı, attributed to the kitchens of historic salonica, is made by thickening a basic stovetop muhallebi with eggs and baking it with a sweetened shortcrust pastry', 'early recipes for muhallabiyya include a work attributed to ibn sayyar al-warraq of baghdad and two 13th-century arab cookbooks, one by al-baghdadi and another from al andalus that have a spiced pudding variation made with mutton instead of chicken.\n', 'in syria, there is a variation of محلاية (""mahalayeh"") called بالوظة (""balouza"") that is the classic milk pudding but with a layer of orange jelly on top', 'muhallebi is used as a component of many traditional style desserts.\n', 'while the dessert is called muhallebi in iran, iraq and syria, in other countries in the region (turkey, lebanon, jordan, egypt, palestine, and israel) it is called malabi, mahalabiyeh or mehalabiya.\n', 'the finished pudding is served upside down with the caramelized side on top', 'muhallebi (persian: مهلبی or محالبی; arabic: مهلبية; hebrew: מלבי) is a milk pudding commonly made with rice, sugar, milk and either rice flour, starch or semolina, popular as a dessert in  the middle east', 'it is also eaten at turkish jewish weddings to symbolize the sweet life that lies ahead', 'kazandibi is the variation of classic tavuk göğsü where a thin layer of pudding is caramelized before the custard is poured over it and allowed to set', 'tamriyeh\xa0 is a palestinian dessert from the city of nablus, made from a filling of balouza (semolina pudding flavored with rose water) which is then wrapped in a thin sheet of dough, and then fried and topped with powdered sugar and nuts.\n', 'knafeh pastry (kadayif) is a popular topping for muhallebi.\n', 'also available at the muhallebici shops of istanbul are the almond based keşkül, noah\'s pudding, and baked rice pudding called ""fırın sütlaç"" or ""fırında sütlaç"".\n', 'the dessert is soaked in simple syrup before serving', 'sephardim serve it on the festival of shavuot when it is customary to eat dairy food, but according to food historian gil marks, the real reason is that the holiday is known in this community as the ""feast of roses"" and the dessert has a distinct rosy aroma.\n', 'one 19th-century, english cookbook that gives a recipe for muhallebi calls it ""ramazan cakes""', ""according to khay al-din's 1981 comparative encyclopedia of aleppo, bālūẓah refers to sweet cornstarch pudding.\n""]",27
Tzatziki,bread,"['bread', 'sandwich', 'spread']","['in this style, sometimes dried bread chips, chopped nuts or raisins are put in the dish just before serving.\n', 'it is served as a cold appetiser (meze), a side dish, and as a sauce for souvlaki and gyros sandwiches and other foods.\n', 'local variations may replace yogurt with water and vinegar, omit nuts or dill, or add bread', 'greek-style tzatziki sauce is commonly served as a meze, to be eaten with pita bread, olives, fried eggplant, zucchini, or other vegetables', 'tzatziki and similar yogurt-based dishes trace their origins to the central asian yogurt culture, which spread to anatolia, the balkans, and the middle east through turkic migrations']",5
Tzatziki,cooking,"['cooking', 'sauce']","['persian zhazh (ژاژ) refers to various herbs used for cooking, and kurdish jaj or ژاژ refers to the caraway herb', 'tzatziki (greek: τζατζίκι ), also known as cacık (turkish: ) or tarator, is a class of dip, soup, or sauce found in the cuisines of southeastern europe and west asia', 'it is served as a cold appetiser (meze), a side dish, and as a sauce for souvlaki and gyros sandwiches and other foods.\n', 'the first use of this word in the sense of sauce was in the book seyehatname by the turkish traveler evliya çelebi.\n', 'greek-style tzatziki sauce is commonly served as a meze, to be eaten with pita bread, olives, fried eggplant, zucchini, or other vegetables', 'it has acquired the meaning of a type of sauce in turkish', 'turks had consumed yogurt since ancient times and introduced yogurt-based cold soups and sauces to anatolia.\n', 'according to sevan nişanyan, the name tarator (sauce) comes into turkish directly from the venetian word ""trattor""']",8
Tzatziki,dessert,['sweet'],"['mizeria is a polish dish of sliced cucumbers mixed with sour cream or another fermented milk product, often herbs (such as dill or chives) and seasonings, which is commonly served as a savoury or sweet side salad with typical dinner dishes.\n']",1
Tzatziki,snack,['appetiser'],"['it is served as a cold appetiser (meze), a side dish, and as a sauce for souvlaki and gyros sandwiches and other foods.\n', 'in bulgaria, tarator is a popular meze (appetiser), but is also served as a side dish along with shopska salad with some meals', 'a thicker variation is sometimes known as ""dry tarator"", or as snezhanka salad, which means \'snow white salad\', and is served as an appetiser or side dish']",3
Uunijuusto,dessert,['dessert'],"['uunijuusto is sometimes eaten for dessert with berries (often cloudberries) or jam or mehukeitto, a soup made from fresh berries such as lingonberries or redcurrants.\n', 'this dessert-related article is a stub']",2
Vla,dessert,"['cake', 'custard']",['the word vla was first documented in the 13th century and originally referred to any custard-like substance covering cakes or other baked goods'],2
Yakult,dessert,['sweet'],"['yakult (ヤクルト, yakuruto) is a japanese sweetened probiotic milk beverage fermented with the bacteria strain lacticaseibacillus casei shirota']",1
Ymer,bread,"['bread', 'toast']","[""for breakfast, it may be served topped with ymerdrys (lit.\u2009'ymer sprinkle'), a mix of lightly toasted rugbrød breadcrumbs and brown sugar.\n""]",2
Ymer,breakfast,['breakfast'],"['it is mostly eaten for breakfasts or as a snack, but is also used as an alternative to yogurt, in desserts, dressings, and baking', ""for breakfast, it may be served topped with ymerdrys (lit.\u2009'ymer sprinkle'), a mix of lightly toasted rugbrød breadcrumbs and brown sugar.\n"", 'ymer began production in the 1930s, and is today eaten for breakfast, added in desserts, and used as an alternative to yogurt']",3
Ymer,dessert,"['dessert', 'sweet']","['it is mostly eaten for breakfasts or as a snack, but is also used as an alternative to yogurt, in desserts, dressings, and baking', 'ymer is mixed with sugar, gelatin, and cream to create the desert ymerfromage (fromage meaning dessert cream in danish).\n', 'ymer is typically sold unflavoured and unsweetened', 'ymer began production in the 1930s, and is today eaten for breakfast, added in desserts, and used as an alternative to yogurt']",4
Ymer,snack,['snack'],"['it is mostly eaten for breakfasts or as a snack, but is also used as an alternative to yogurt, in desserts, dressings, and baking']",1
